2014 Data View: Medicare Part C Report Card Master Table,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Contract Number,Organization Type,Contract Name,Organization Marketing Name,Parent Organization,"HD1: Staying Healthy: Screenings, Tests and Vaccines",,,,,,,,,,HD2: Managing Chronic (Long Term) Conditions,,,,,,,,,,,,,HD3: Member Experience with Health Plan,,,,,,"HD4: Member Complaints, Problems Getting Services, and Improvement in the Health Plan's Performance",,,,HD5: Health Plan Customer Service,,
,,,,,C01: Breast Cancer Screening,C02: Colorectal Cancer Screening,C03: Cardiovascular Care – Cholesterol Screening,C04: Diabetes Care – Cholesterol Screening,C05: Glaucoma Testing,C06: Annual Flu Vaccine,C07: Improving or Maintaining Physical Health,C08: Improving or Maintaining Mental Health,C09: Monitoring Physical Activity,C10: Adult BMI Assessment,C11: Care for Older Adults – Medication Review,C12: Care for Older Adults – Functional Status Assessment,C13: Care for Older Adults – Pain Screening,C14: Osteoporosis Management in Women who had a Fracture,C15: Diabetes Care – Eye Exam,C16: Diabetes Care – Kidney Disease Monitoring,C17: Diabetes Care – Blood Sugar Controlled,C18: Diabetes Care – Cholesterol Controlled,C19: Controlling Blood Pressure,C20: Rheumatoid Arthritis Management,C21: Improving Bladder Control,C22: Reducing the Risk of Falling,C23: Plan All-Cause Readmissions,C24: Getting Needed Care,C25: Getting Appointments and Care Quickly,C26: Customer Service,C27: Rating of Health Care Quality,C28: Rating of Health Plan,C29: Care Coordination,C30: Complaints about the Health Plan,C31: Beneficiary Access and Performance Problems,C32: Members Choosing to Leave the Plan,C33: Health Plan Quality Improvement,C34: Plan Makes Timely Decisions about Appeals,C35: Reviewing Appeals Decisions,C36: Call Center – Foreign Language Interpreter and TTY Availability
H3067,Demo,"VIRGINIA PREMIER HEALTH PLAN, INC.",Virginia Premier Health Plan,Virginia Cwlth University Hlth System Authority,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H3071,Local CCP,"COMMUNITY CARE ALLIANCE OF ILLINOIS, NFP","Community Care Alliance of Illinois, NFP",Family Health Network,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H3107,Local CCP,"OXFORD HEALTH PLANS (NJ), INC.",UnitedHealthcare,"UnitedHealth Group, Inc.",58%,49%,90%,91%,58%,61%,66%,76%,49%,56%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,13%,52%,87%,75%,52%,57%,67%,31%,58%,11%,84%,71%,87%,83%,80%,82%,0.54,0,9%,Medicare shows only a Star Rating for this topic,91%,83%,96%
H3113,Local CCP,"OXFORD HEALTH PLANS (NJ), INC.",UnitedHealthcare,"UnitedHealth Group, Inc.",Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available,Not enough data available,Not enough data available,Plan too small to be measured,77%,99%,98%,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available,Not enough data available,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available,0,Not enough data available,Not enough data available,100%,Not enough data available,92%
H3129,Demo,"NORTH SHORE-LIJ HEALTH PLAN, INC.","North Shore-LIJ Health Plan, Inc","North Shore-LI Jewish Health System, Inc.",Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H3132,Local CCP,"AHF MCO OF FLORIDA, INC.",AHF,AIDS Healthcare Foundation,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,78%,Not enough data available,Not enough data available,Not enough data available,Plan too small to be measured,68%,64%,57%,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available,Not enough data available,Plan too small to be measured,85%,77%,86%,87%,88%,88%,Not enough data available,60,Not enough data available,Not enough data available,Not enough data available,Not enough data available,87%
H3144,Local CCP,"COVENTRY HEALTH CARE OF ILLINOIS, INC.","Coventry Health Care of Illinois, Inc.",Aetna Inc.,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too small to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too new to be measured,Plan too new to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available,80,Not enough data available,Not enough data available,Not enough data available,Not enough data available,92%
H3152,Local CCP,"AETNA HEALTH, INC. (NJ)",Aetna Medicare,Aetna Inc.,70%,68%,92%,92%,74%,78%,65%,78%,47%,64%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,12%,68%,86%,77%,60%,62%,77%,36%,52%,12%,88%,75%,89%,87%,88%,84%,0.16,20,5%,Medicare shows only a Star Rating for this topic,96%,88%,95%
H3154,Local CCP,"HORIZON HEALTHCARE OF NEW JERSEY, INC.","Horizon Blue Cross Blue Shield of New Jersey, Inc.","Horizon Healthcare Services, Inc.",62%,60%,90%,88%,68%,72%,68%,82%,46%,77%,83%,62%,78%,18%,65%,90%,77%,51%,73%,80%,35%,66%,15%,85%,74%,88%,85%,83%,85%,0.35,41,8%,Medicare shows only a Star Rating for this topic,81%,69%,90%
H3156,Local CCP,"AMERIHEALTH HMO, INC.",AmeriHealth 65 Preferred HMO,Independence Blue Cross,65%,64%,87%,86%,71%,Plan too small to be measured,70%,80%,49%,64%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Not enough data available,65%,86%,78%,55%,63%,Not enough data available,38%,64%,15%,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,0.62,40,Not enough data available,Medicare shows only a Star Rating for this topic,Not enough data available,Not enough data available,90%
H3204,Local CCP,PRESBYTERIAN HEALTH PLAN,Presbyterian Senior Care (HMO),Presbyterian Healthcare Services,74%,64%,88%,90%,66%,78%,66%,79%,56%,96%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,26%,71%,92%,87%,58%,64%,82%,36%,55%,11%,86%,77%,91%,87%,88%,84%,0.08,80,3%,Medicare shows only a Star Rating for this topic,73%,86%,80%
H3206,Local CCP,"PRESBYTERIAN INSURANCE COMPANY, INC.",Presbyterian MediCare PPO,Presbyterian Healthcare Services,73%,63%,88%,86%,69%,80%,65%,77%,55%,78%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,18%,66%,87%,77%,49%,67%,83%,39%,53%,9%,83%,74%,91%,84%,86%,85%,0.23,60,6%,Medicare shows only a Star Rating for this topic,71%,84%,80%
H3209,Local CCP,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,"UnitedHealth Group, Inc.",56%,46%,Not enough data available,77%,55%,71%,67%,72%,53%,84%,55%,40%,40%,Not enough data available,66%,87%,68%,39%,63%,73%,32%,76%,6%,81%,75%,88%,83%,85%,87%,0.41,0,6%,Medicare shows only a Star Rating for this topic,67%,Not enough data available,92%
H3237,Demo,"HEALTH NET COMMUNITY SOLUTIONS, INC.",Health Net Community Solutions,"Health Net, Inc.",Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H3240,Local CCP,"AMERIGROUP NEW JERSEY, INC.",Amerigroup Community Care,"WellPoint, Inc.",61%,42%,86%,87%,64%,61%,61%,78%,50%,66%,58%,35%,56%,Not enough data available,62%,88%,58%,43%,53%,Not enough data available,Not enough data available,67%,14%,79%,70%,85%,82%,80%,83%,0.87,47,24%,Medicare shows only a Star Rating for this topic,71%,97%,96%
H3251,Local CCP,"LOVELACE HEALTH SYSTEM, INC.",Lovelace Medicare Plan,Ardent Health Services.,72%,63%,90%,85%,73%,80%,66%,75%,50%,87%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,31%,69%,86%,81%,56%,73%,81%,38%,60%,9%,77%,69%,84%,81%,85%,78%,0.18,80,15%,Medicare shows only a Star Rating for this topic,86%,84%,91%
H3259,Local CCP,VOLUNTEER STATE HEALTH PLAN,BlueCare Plus Tennessee,BlueCross BlueShield of Tennessee,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H3283,Local CCP,MEDICA HEALTH PLANS,Medica Health Plans,Medica Holding Company,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too small to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too new to be measured,Plan too new to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available,100,Not enough data available,Not enough data available,Not enough data available,Not enough data available,96%
H3305,Local CCP,"MVP HEALTH PLAN, INC.",MVP HEALTH CARE,"MVP Health Care, Inc.",78%,74%,90%,93%,81%,85%,68%,81%,54%,91%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,15%,79%,90%,86%,68%,75%,86%,44%,60%,11%,88%,80%,89%,88%,88%,86%,0.09,100,10%,Medicare shows only a Star Rating for this topic,90%,87%,98%
H3307,Local CCP,"OXFORD HEALTH PLANS (NY), INC.",UnitedHealthcare,"UnitedHealth Group, Inc.",65%,55%,93%,94%,66%,71%,73%,76%,47%,60%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,15%,59%,87%,81%,54%,57%,76%,29%,57%,12%,82%,66%,84%,80%,79%,80%,0.28,0,9%,Medicare shows only a Star Rating for this topic,91%,90%,94%
H3312,Local CCP,"AETNA HEALTH, INC. (NY)",Aetna Medicare,Aetna Inc.,75%,68%,92%,90%,79%,79%,71%,73%,46%,55%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,17%,71%,82%,65%,44%,56%,77%,33%,61%,13%,86%,76%,90%,86%,85%,85%,0.30,20,5%,Medicare shows only a Star Rating for this topic,94%,85%,95%
H3314,1876 Cost,HEALTH INSURANCE PLAN OF GREATER NEW YORK,HIP Health Plan of Greater New York,"EmblemHealth, Inc.",Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available,Not enough data available,Plan too small to be measured,Plan too small to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available,100,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Plan not required to report measure
