2010 Measure Star View: Medicare Part C Report Card Master Table ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2416,Local CCP,PrimeWest Health System,PrimeWest Health,3 out of 5 stars,3 out of 5 stars,3 out of 5 stars,5 stars,5 stars,5 stars,5 stars,Not enough data available to calculate measure,Not enough data available to calculate measure,Plan not required to report measure,Plan not required to report measure,5 stars,1 out of 5 stars,4 out of 5 stars,3 out of 5 stars,Not enough data available to calculate measure,1 out of 5 stars,Plan not required to report measure,Plan not required to report measure,4 out of 5 stars,5 stars,5 stars,3 out of 5 stars,5 stars,4 out of 5 stars,5 stars,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not available,5 stars,3 out of 5 stars,5 stars
H2417,Local CCP,Itasca County Health & Human Services,Itasca Medical Care,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not available,5 stars,2 out of 5 stars,1 out of 5 stars
H2419,Local CCP,South Country Health Alliance,South Country Health Alliance,3 out of 5 stars,2 out of 5 stars,3 out of 5 stars,1 out of 5 stars,2 out of 5 stars,5 stars,5 stars,Not enough data available to calculate measure,Not enough data available to calculate measure,Plan not required to report measure,Plan not required to report measure,5 stars,1 out of 5 stars,4 out of 5 stars,4 out of 5 stars,Not enough data available to calculate measure,2 out of 5 stars,Plan not required to report measure,Plan not required to report measure,4 out of 5 stars,5 stars,5 stars,3 out of 5 stars,5 stars,4 out of 5 stars,5 stars,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not available,5 stars,2 out of 5 stars,3 out of 5 stars
H2422,Local CCP,"HealthPartners, Inc.",HealthPartners Classic MN Senior Health Options,4 out of 5 stars,3 out of 5 stars,4 out of 5 stars,5 stars,4 out of 5 stars,5 stars,4 out of 5 stars,Not enough data available to calculate measure,Not enough data available to calculate measure,Plan not required to report measure,Plan not required to report measure,5 stars,1 out of 5 stars,5 stars,5 stars,Not enough data available to calculate measure,2 out of 5 stars,Plan not required to report measure,Plan not required to report measure,4 out of 5 stars,4 out of 5 stars,4 out of 5 stars,3 out of 5 stars,3 out of 5 stars,4 out of 5 stars,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not available,5 stars,5 stars,5 stars
H2425,Local CCP,Blue Cross and Blue Shield of Minnesota,Blue Plus,2 out of 5 stars,3 out of 5 stars,3 out of 5 stars,4 out of 5 stars,4 out of 5 stars,4 out of 5 stars,5 stars,Not enough data available to calculate measure,Not enough data available to calculate measure,Plan not required to report measure,Plan not required to report measure,5 stars,1 out of 5 stars,4 out of 5 stars,4 out of 5 stars,Plan not required to report measure,2 out of 5 stars,Plan not required to report measure,Plan not required to report measure,5 stars,4 out of 5 stars,5 stars,4 out of 5 stars,5 stars,4 out of 5 stars,Not enough data available to calculate measure,1 out of 5 stars,2 out of 5 stars,Not enough data available to calculate measure,Not available,4 out of 5 stars,5 stars,3 out of 5 stars
H2450,1876 Cost,Medica Health Plans,Medica Insurance Company,5 stars,5 stars,4 out of 5 stars,5 stars,4 out of 5 stars,5 stars,5 stars,4 out of 5 stars,3 out of 5 stars,3 out of 5 stars,3 out of 5 stars,5 stars,1 out of 5 stars,4 out of 5 stars,4 out of 5 stars,3 out of 5 stars,2 out of 5 stars,2 out of 5 stars,3 out of 5 stars,5 stars,3 out of 5 stars,5 stars,5 stars,5 stars,5 stars,5 stars,5 stars,3 out of 5 stars,Not enough data available to calculate measure,3 out of 5 stars,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure
H2456,Local CCP,UCare Minnesota,UCare,1 out of 5 stars,1 out of 5 stars,3 out of 5 stars,4 out of 5 stars,4 out of 5 stars,4 out of 5 stars,4 out of 5 stars,Not enough data available to calculate measure,Not enough data available to calculate measure,Plan not required to report measure,Plan not required to report measure,5 stars,1 out of 5 stars,3 out of 5 stars,4 out of 5 stars,1 out of 5 stars,1 out of 5 stars,Plan not required to report measure,Plan not required to report measure,3 out of 5 stars,4 out of 5 stars,4 out of 5 stars,3 out of 5 stars,4 out of 5 stars,5 stars,5 stars,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not available,4 out of 5 stars,5 stars,3 out of 5 stars
H2457,Local CCP,Metropolitan Health Plan,Metropolitan Health Plan MSHO,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,5 stars,5 stars,Not enough data available to calculate measure,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,3 out of 5 stars,3 out of 5 stars,3 out of 5 stars,3 out of 5 stars,3 out of 5 stars,5 stars,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not available,3 out of 5 stars,5 stars,4 out of 5 stars
H2458,Local CCP,Medica Health Plans,Medica Health Plans,2 out of 5 stars,3 out of 5 stars,3 out of 5 stars,5 stars,5 stars,4 out of 5 stars,5 stars,Not enough data available to calculate measure,Not enough data available to calculate measure,Plan not required to report measure,Plan not required to report measure,5 stars,1 out of 5 stars,4 out of 5 stars,3 out of 5 stars,2 out of 5 stars,1 out of 5 stars,Plan not required to report measure,Plan not required to report measure,3 out of 5 stars,4 out of 5 stars,4 out of 5 stars,3 out of 5 stars,5 stars,4 out of 5 stars,5 stars,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not available,5 stars,3 out of 5 stars,1 out of 5 stars
H2459,Local CCP,UCare Minnesota,UCare,5 stars,4 out of 5 stars,4 out of 5 stars,5 stars,4 out of 5 stars,5 stars,5 stars,4 out of 5 stars,3 out of 5 stars,4 out of 5 stars,3 out of 5 stars,5 stars,1 out of 5 stars,4 out of 5 stars,3 out of 5 stars,5 stars,2 out of 5 stars,2 out of 5 stars,3 out of 5 stars,5 stars,3 out of 5 stars,5 stars,4 out of 5 stars,4 out of 5 stars,5 stars,5 stars,5 stars,3 out of 5 stars,5 stars,Not available,3 out of 5 stars,5 stars,4 out of 5 stars
H2461,1876 Cost,Blue Cross and Blue Shield of Minnesota,Blue Cross Blue Shield of Minnesota,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,4 out of 5 stars,4 out of 5 stars,4 out of 5 stars,3 out of 5 stars,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,3 out of 5 stars,4 out of 5 stars,5 stars,3 out of 5 stars,4 out of 5 stars,2 out of 5 stars,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not available,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure
H2462,1876 Cost,"HealthPartners, Inc.",HealthPartners Freedom Plan,5 stars,5 stars,4 out of 5 stars,5 stars,3 out of 5 stars,5 stars,5 stars,4 out of 5 stars,3 out of 5 stars,5 stars,3 out of 5 stars,5 stars,1 out of 5 stars,5 stars,5 stars,5 stars,2 out of 5 stars,2 out of 5 stars,4 out of 5 stars,5 stars,5 stars,5 stars,5 stars,5 stars,5 stars,5 stars,4 out of 5 stars,4 out of 5 stars,Not enough data available to calculate measure,Not available,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure
